"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2015,"Article  368","XVII",1588,909,9,12,0,730,0,0,0,14,64,0,0,987,985,835
2015,"Article  368-2","XVII",23,0,0,0,0,0,0,0,0,0,0,0,0,8,8,23
2015,"Article  368-3","XVII",78,61,0,0,0,46,8,0,0,8,4,0,0,29,28,23
2015,"Article  368-4","XVII",29,19,0,0,0,18,0,0,0,0,0,0,0,1,1,11
2015,"Article  369","XVII",286,190,0,7,0,148,13,0,0,33,6,8,0,389,389,118
2015,"Article  369-2","XVII",208,176,0,0,0,160,0,0,0,5,4,0,0,21,21,48
2015,"Article  369-3","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article  370","XVII",10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10
2015,"Others","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 371","XVIII",54,11,0,1,0,7,0,0,0,0,3,0,0,68,68,46
2015,"Article 372","XVIII",43,7,0,0,0,6,0,0,0,0,1,0,0,59,59,37
2015,"Article 373","XVIII",8,0,0,0,0,0,0,0,0,0,0,0,0,40,40,8
2015,"Article 374","XVIII",43,0,0,0,0,0,0,0,0,0,0,0,0,83,83,43
2015,"Article 375","XVIII",206,22,0,4,0,7,0,0,0,0,0,0,0,182,182,195
2015,"Article 376","XVIII",81,7,0,0,0,4,0,0,0,1,0,1,0,50,50,77
2015,"Article 376-1","XVIII",18,1,0,1,0,0,0,0,0,0,0,0,0,9,9,17
2015,"Article 377","XVIII",27,5,1,0,0,4,0,0,0,1,0,0,0,15,15,22
2015,"Article 378","XVIII",4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3
2015,"Article 379","XVIII",3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 380","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 381","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2
2015,"Article 381-1","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2
2015,"Article 382","XVIII",3683,99,1,6,0,79,7,0,0,27,0,1,0,3953,3952,3589
2015,"Article 383","XVIII",425,101,0,1,0,95,4,0,0,18,1,8,2,303,303,325
2015,"Article 384","XVIII",662,110,0,2,0,99,3,0,0,16,0,2,1,301,300,557
2015,"Article 385","XVIII",22,2,0,0,0,2,0,0,0,0,0,0,0,33,33,20
2015,"Article 386","XVIII",67,8,0,0,0,7,0,0,0,2,0,0,0,41,41,60
2015,"Article  387","XVIII",21,0,0,0,0,0,0,0,0,0,0,0,0,17,17,21
2015,"Article 388","XVIII",830,21,0,0,0,18,3,0,0,3,1,0,0,382,382,809
2015,"Article 389","XVIII",1898,1066,0,15,0,1016,0,0,0,822,0,9,18,930,925,862
2015,"Article 389-1","XVIII",70,20,0,0,0,19,0,0,0,13,0,0,0,54,54,51
2015,"Article 390","XVIII",42,29,0,1,0,28,0,0,0,21,0,2,0,18,18,13
2015,"Article 391","XVIII",133,118,0,0,0,115,0,0,0,89,0,0,0,27,27,18
2015,"Article 392","XVIII",11,9,0,0,0,9,0,0,0,5,1,0,0,2,2,2
2015,"Article 393","XVIII",52,44,0,1,0,41,0,0,0,34,4,1,2,7,7,10
2015,"Article 394","XVIII",8,2,0,0,0,1,0,1,0,0,0,0,0,5,5,6
2015,"Article 395","XVIII",1047,832,0,44,0,770,0,1,0,645,0,10,0,629,622,225
2015,"Article 396","XVIII",137,85,0,3,0,71,4,0,0,20,2,10,3,58,56,57
2015,"Article 397","XVIII",60,0,0,0,0,0,0,0,0,0,0,0,0,68,68,60
2015,"Article 398","XVIII",27,2,0,0,0,1,0,0,0,0,0,0,0,14,14,26
2015,"Article 399","XVIII",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
2015,"Article 400","XVIII",3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2
2015,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 402","XIX",257,227,1,10,0,214,0,0,0,1,0,3,0,70,70,32
2015,"Article 403","XIX",1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2015,"Article 404","XIX",12,7,0,0,0,7,0,0,0,0,0,1,0,2,2,5
2015,"Article 405","XIX",84,62,0,1,0,60,0,0,0,4,3,27,0,19,19,23
2015,"Article 406","XIX",80,49,0,1,0,44,0,0,0,2,5,13,0,37,36,34
2015,"Article 407","XIX",3927,3173,4,1586,1,1556,2,0,0,24,3,0,0,455,443,766
2015,"Article 408","XIX",997,901,2,729,0,159,1,0,0,7,1,1,0,33,33,106
2015,"Article 409","XIX",57,40,0,9,0,24,0,0,0,0,0,0,0,27,27,24
2015,"Article 410","XIX",191,78,0,6,0,68,0,0,0,2,3,7,0,151,150,116
2015,"Article 411","XIX",3,2,0,0,0,2,0,0,0,0,0,0,0,2,2,1
2015,"Article 412","XIX",12,4,0,0,0,3,0,0,0,0,0,2,0,1,1,9
2015,"Article 413","XIX",145,82,0,1,0,79,0,0,0,0,0,8,0,27,27,65
2015,"Article 414","XIX",188,74,1,2,0,72,0,0,0,0,2,7,0,77,77,113
2015,"Article 415","XIX",63,20,0,1,0,17,0,0,0,0,2,5,0,43,42,44
2015,"Article 416","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 417","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 418","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 419","XIX",10,3,0,0,0,1,0,0,0,0,0,0,0,33,33,9
2015,"Article 420","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 421","XIX",6,5,0,0,0,5,0,0,0,0,0,0,0,2,2,1
2015,"Article 422","XIX",28,10,0,2,0,10,0,0,0,0,0,0,0,3,3,16
2015,"Article 425","XIX",91,6,0,0,0,5,0,0,0,0,0,1,0,69,69,86
2015,"Article 426","XIX",11,2,0,0,0,2,0,0,0,0,0,0,0,16,16,9
2015,"Article  426-1","XIX",42,9,0,0,0,8,0,0,0,0,1,1,0,27,27,34
2015,"Article 427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 429","XIX",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 433","XIX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 436","XX",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article  436-1","XX",4,1,0,0,0,1,0,0,0,1,0,1,0,1,1,3
2015,"Article 437","XX",38,23,0,9,0,10,0,0,0,1,2,0,0,2,2,19
2015,"Article 438","XX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 441","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 442","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 447","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
